,base_text,sumy_pos,sumy
1510,"Jacques Heim was a French choreographer and dancer who played an important role in shaping modern dance. Born on February 24, 1885, in Paris, France, he studied at the prestigious École des Beaux-Arts before joining Sergei Diaghilev's Ballets Russes as a dancer and choreographer. Heim later founded his own dance company, Les Ballets de Madame Heim, which became known for its innovative approach to movement and style.
","[13, 13, 4, 7, 1, 9, 6, 9, 12, 17, 7, 1, 9, 2, 17, 1, 9, 14]",Jacques Heim was a French choreographer and dancer who played an important role in shaping modern dance.
1511,"Baselios Paulose II was an Indian Orthodox Christian clergyman who served as the Catholicos of the East and Malankara Metropolitan, the highest position in the Syro-Malankara Catholic Church. He was born on October 31, 1946, in Kottayam, Kerala, India, and passed away on April 20, 2021. Paulose II played a significant role in promoting unity among various Christian denominations and worked to strengthen the Syro-Malankara Church's presence both within India and internationally. He was also instrumental in establishing several educational institutions, hospitals, and social service organizations under the church's auspices.","[12, 4, 17, 2, 13, 10, 14, 10, 14, 2, 13, 14, 13, 14, 13, 14, 6, 17, 2, 2, 13, 10, 14, 10, 14]","He was born on October 31, 1946, in Kottayam, Kerala, India, and passed away on April 20, 2021."
1512,"Gottlieb Göttlich is a German phrase that translates to ""God will be gracious"" or ""God's grace."" It can refer to a belief in divine providence, faith in God's mercy and kindness, or an expression of gratitude for blessings received. The term combines the words Gott (God), lieb (gracious) and Göttlich (divine).","[13, 13, 4, 7, 1, 9, 12, 17, 11, 14, 13, 4, 4, 1, 14, 6, 14, 13, 11, 9, 14, 14]","Gottlieb Göttlich is a German phrase that translates to ""God will be gracious"" or ""God's grace."""
1513,"Bruce Arnott is an Australian entrepreneur and businessman who co-founded the software company, KPMG Australia, in 2007. He has also been involved in various other ventures throughout his career, including founding a successful online marketplace for small businesses called TradeDirect365. Arnott is known for his innovative approach to business and his ability to identify new opportunities in the market.","[13, 13, 4, 7, 1, 9, 6, 9, 12, 17, 17, 17, 7, 9, 9, 14, 13, 13, 14, 2, 10, 14]","Bruce Arnott is an Australian entrepreneur and businessman who co-founded the software company, KPMG Australia, in 2007."
1514,"Paweł Wiesiołek is a Polish politician and member of the Law and Justice Party (PiS). He was born on June 27, 1968, in Lublin, Poland. Wiesiołek has been serving as a Member of Parliament since 2005, representing the Lublin constituency. Throughout his political career, he has held various positions within the PiS party and the Polish government. Some notable roles include being a member of the Sejm Committee on Transportation, Construction, and Public Works, as well as serving as the Secretary of State in the Ministry of Infrastructure from 2015 to 2018. Wiesiołek is known for his conservative views and support for traditional family values. He has been an advocate for increased infrastructure investment and development projects within Poland, aiming to improve transportation networks and promote economic growth in the country.","[13, 4, 4, 17, 2, 7, 13, 2, 13, 15, 10, 14, 17, 7, 13, 9, 14]","Wiesiołek has been serving as a Member of Parliament since 2005, representing the Lublin constituency."
1515,"The 2011 United States House of Representatives elections were held on November 6, 2012, to elect members for the 113th Congress. These elections took place in all 435 congressional districts across the country and involved various political parties competing for seats. The results affected the balance of power between Democrats and Republicans in Congress.","[7, 10, 13, 13, 13, 2, 13, 9, 4, 17, 2, 13, 10, 14, 10, 14, 11, 17, 9, 2, 7, 1, 13, 14]","The 2011 United States House of Representatives elections were held on November 6, 2012, to elect members for the 113th Congress."
1516,"Murder Cove is a small, secluded cove located on the coast of British Columbia, Canada. It gained its ominous name due to several mysterious deaths that have occurred there over the years. The exact number of victims and causes of these deaths remain unknown, but local legends suggest supernatural forces or hidden dangers lurk within the cove. Despite its dark history, Murder Cove remains a popular destination for adventurous tourists who seek to explore its rugged beauty and unravel the mysteries surrounding it.","[12, 17, 12, 1, 9, 2, 2, 1, 1, 9, 12, 4, 17, 3, 2, 7, 9, 14]",It gained its ominous name due to several mysterious deaths that have occurred there over the years.
1517,"Kazuki Nakajima is a Japanese racing driver who was born on August 22, 1975, in Tokyo, Japan. He comes from a family with a strong motorsport background, as his father is the famous former Formula One driver, Satoru Nakajima. Kazuki began his career in karting and then moved to single-seater racing, competing in various Japanese and European series such as Formula Toyota, Formula 3, and GP2. He made his debut in Formula One in 2004 with the Williams team but only participated in two races due to a lack of funding. After leaving Formula One, he continued to race in other categories like Super GT, where he achieved success by winning multiple championships alongside his co-driver, Tsugio Matsuda. Kazuki is also known for his involvement in the 2008 Japanese Grand Prix, where he was involved in a","[13, 13, 4, 7, 1, 9, 9, 12, 4, 17, 2, 13, 10, 14, 10, 14, 2, 13, 14, 13, 14]","Kazuki Nakajima is a Japanese racing driver who was born on August 22, 1975, in Tokyo, Japan."
1518,"Florin Cîțu is a Romanian politician and economist who serves as the current Prime Minister of Romania since December 23, 2020. He was born on February 24, 1976, in Bucharest, Romania. Cîțu has been involved in politics since his college years when he joined the National Liberal Party (PNL). Throughout his political career, he held various positions such as Minister of Public Finance and Deputy Prime Minister in the previous government led by Ludovic Orban. As a result of his expertise in economics and finance, Cîțu is considered one of the most influential figures within the PNL party. In addition to his political career, he has also worked as an economic consultant for various international organizations such as the World Bank and the European Investment Bank.","[13, 13, 4, 7, 1, 9, 6, 9, 12, 17, 2, 7, 1, 13, 13, 2, 13, 15, 13, 10, 14, 10, 14]","Florin Cîțu is a Romanian politician and economist who serves as the current Prime Minister of Romania since December 23, 2020."
1519,"The Institute for Market-oriented Management (IMM) is an organization that focuses on teaching and promoting market-oriented management principles. These principles emphasize customer satisfaction, efficiency, innovation, and competition as key drivers of business success. The IMM offers various programs, such as seminars, workshops, conferences, and certifications to help managers develop their skills in applying these concepts to real-world situations. By doing so, the IMM aims to create more effective leaders who can adapt to changing market conditions and drive sustainable growth for their organizations.","[7, 9, 17, 9, 9, 14, 9, 14, 9, 14, 6, 9, 2, 1, 9, 2, 9, 9, 14]","These principles emphasize customer satisfaction, efficiency, innovation, and competition as key drivers of business success."
